Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
73767.68,6.55,6.22,3.44,39507.38,4241817.36,New Michelleville
58895.56,5.36,6.75,3.15,16654.03,3489257.6,East Lucas
57340.22,5.25,7.04,5.16,25430.08,3551057.47,Lake Kathleen
78593.18,5.73,6.45,6.35,17918.8,3909059.13,South Anthony
86375.3,5.34,8.03,3.87,17148.54,4204078.48,Rebeccaville
39518.7,4.69,7.95,4.31,24477.53,3201105.18,New Deniseton
51502.51,4.18,5.57,3.77,34483.8,3347130.03,Jenniferstad
75368.34,5.69,7.15,3.45,30736.17,4087980.38,North Jasonville
65991.72,5.37,9.24,2.0,27847.27,4052275.33,Lake Kathleen
58505.8,7.38,5.58,3.26,42397.1,3914271.36,Jenniferstad
75812.53,5.36,8.2,3.57,19458.62,4077592.58,North Jasonville
54415.55,4.92,8.2,3.76,29476.67,3432482.7,Lake Kathleen
78214.26,5.8,6.73,5.34,29609.81,4132518.22,Port Adamtown
63916.0,7.3,6.41,2.0,43642.33,4220785.47,South Anthony
86229.36,4.66,7.07,2.54,28916.23,4082216.59,Port Adamtown
66401.06,7.02,5.83,4.6,33837.25,3904017.5,New Michelleville
78956.71,6.74,6.64,4.65,56494.47,4710908.52,Rebeccaville
63732.43,6.9,7.21,5.31,49997.1,4288334.99,East Lucas
58139.58,5.45,6.87,4.48,26173.38,3589694.52,South Anthony
62202.7,5.46,6.49,2.58,31880.74,3752233.61,East Lucas
69229.61,4.79,6.31,2.79,42986.26,3837851.06,Rebeccaville
52219.13,6.57,7.79,3.0,42199.84,3968106.21,South Anthony
80379.21,5.16,6.58,4.3,39021.39,4324772.24,Port Adamtown
68272.79,5.69,6.14,3.83,37937.67,4039883.22,Jenniferstad
43697.75,5.11,5.88,4.5,39026.95,3343099.45,New Michelleville
52741.38,6.07,7.39,3.51,19400.41,3446440.97,Port Adamtown
56414.53,6.25,7.84,5.14,24557.38,3793120.48,New Michelleville
56684.08,6.7,5.65,3.73,47149.92,3911378.01,North Jasonville
70594.6,6.6,7.42,2.27,36223.91,4330543.2,North Jasonville
66475.34,6.9,6.96,2.09,2365.49,3665431.34,South Anthony
72778.28,5.32,8.42,5.33,50777.26,4509510.71,Lake Kathleen
60907.41,6.95,7.37,5.48,40252.5,4071676.67,Jenniferstad
78854.58,5.41,7.05,2.0,33146.27,4043439.55,South Anthony
61110.16,6.65,7.14,2.57,32725.04,4001851.21,Lake Christinaport
59866.52,7.3,6.47,5.2,38578.31,4026959.92,Lake Kathleen
73517.1,7.13,6.85,5.49,24447.42,4308371.0,South Anthony
57758.28,5.59,7.11,2.43,33920.2,3794986.73,Lake Kathleen
78363.97,4.9,7.18,3.43,32158.93,4028750.96,North Jasonville
84717.93,5.98,6.41,2.3,16344.61,4139919.22,Jenniferstad
78808.61,7.62,8.2,3.83,38534.87,4631989.75,North Jasonville
59512.69,5.38,6.32,4.08,39449.18,3780932.93,Port Adamtown
63083.87,5.79,5.18,2.0,39313.79,3918815.65,Lake Christinaport
74787.19,6.47,6.03,3.2,36044.51,4224937.23,Jenniferstad
66412.11,6.9,8.36,5.8,50182.69,4726622.13,New Deniseton
83274.53,5.64,6.27,2.36,40647.66,4455481.65,Jenniferstad
83483.8,6.75,6.65,3.59,50849.25,4695993.61,Port Adamtown
80647.83,5.78,7.75,5.52,35179.97,4200193.16,North Jasonville
85792.09,7.28,7.57,5.45,44111.79,4778993.87,Lake Christinaport
59714.42,7.26,6.75,3.6,18634.68,3671585.08,North Jasonville
61976.92,6.52,7.83,4.02,19504.97,3884398.2,South Anthony
74767.04,5.6,8.06,3.24,36394.24,4233733.72,Rebeccaville
87829.05,5.8,6.11,5.55,32170.78,4264508.18,South Anthony
58947.03,7.06,7.45,3.58,29572.86,4096602.81,New Michelleville
66193.32,5.6,7.66,2.0,27213.88,3957611.39,East Lucas
73899.94,6.63,7.44,4.28,23609.79,4063130.94,Jenniferstad
67540.17,5.17,7.31,4.48,54163.99,4023763.09,Jenniferstad
45223.88,4.7,7.67,3.87,37912.36,3586412.94,North Jasonville
62670.27,4.83,6.6,4.51,38481.3,3790343.83,Rebeccaville
63737.63,6.88,6.81,6.14,46016.02,4129477.26,South Anthony
64614.39,5.14,8.93,3.69,41297.03,4167089.49,East Lucas
57868.78,6.13,9.48,2.0,55458.74,4583342.93,Port Adamtown
65929.85,5.49,7.97,3.9,40793.4,4251329.86,North Jasonville
45752.71,6.33,6.46,3.72,35321.95,3513318.73,Rebeccaville
58788.92,6.88,8.37,3.71,34502.55,4126910.36,Lake Kathleen
62657.92,5.42,6.31,4.64,35680.55,3662088.25,Jenniferstad
67927.61,5.94,7.29,5.69,40086.93,4092130.58,North Jasonville
76736.36,5.39,7.57,5.23,41831.93,4255713.63,Jenniferstad
62126.33,6.35,6.63,3.11,49067.39,4181976.37,New Deniseton
73981.31,5.43,6.8,3.52,34191.4,4099844.27,Port Adamtown
65251.78,4.52,5.33,2.0,40232.73,3702836.69,New Deniseton
54089.22,7.5,6.74,4.17,49352.78,4307433.5,Lake Kathleen
70151.8,6.47,6.51,5.83,51301.77,4277793.14,Rebeccaville
73153.34,6.33,6.72,2.0,38860.02,4362050.55,Lake Christinaport
83939.38,5.28,8.4,3.28,33646.33,4625107.61,North Jasonville
67787.38,5.76,6.52,2.9,33976.31,3898747.54,East Lucas
71908.09,5.84,7.91,3.61,45889.49,4516226.53,East Lucas
80647.75,4.95,6.39,2.95,28852.85,3892144.43,Jenniferstad
70496.96,6.69,7.11,3.47,23569.24,3993809.63,Jenniferstad
51886.17,6.17,4.73,4.0,34280.7,3421081.2,North Jasonville
61586.85,7.01,7.31,4.86,70000.0,4602313.69,New Michelleville
76307.07,6.56,7.86,4.08,30148.8,4281677.44,Rebeccaville
67677.32,6.23,5.82,2.27,31506.96,3951306.06,Lake Christinaport
73702.9,4.39,10.14,3.0,30250.93,4345647.61,East Lucas
80615.13,4.43,6.46,4.15,35675.9,4041087.68,Lake Christinaport
71420.82,5.23,5.62,5.22,27873.53,3955445.76,Jenniferstad
70423.45,7.87,6.53,2.06,42622.4,4473257.08,East Lucas
67324.53,5.62,5.85,5.6,49540.21,3999948.13,Port Adamtown
71567.79,5.91,7.0,3.94,35098.32,4149351.09,New Michelleville
67464.22,7.83,5.41,4.17,38114.11,4071872.45,Port Adamtown
74437.7,5.71,7.37,2.56,33373.7,3992533.73,Rebeccaville
66411.63,6.07,6.55,2.62,45021.94,4354273.26,Lake Christinaport
69064.64,6.35,8.66,3.32,38957.84,4429706.68,South Anthony
47023.0,5.82,7.18,4.4,40946.52,3546259.66,New Michelleville
67488.04,6.68,6.85,6.0,27621.34,3922421.33,Jenniferstad
59522.91,5.39,7.72,3.78,56256.88,4072315.07,North Jasonville
61739.33,8.59,6.9,3.74,37751.47,4346987.14,Lake Christinaport
65982.5,5.34,5.64,3.95,38786.47,3813343.11,New Michelleville
65816.11,5.49,7.15,4.78,43729.98,4007660.9,New Deniseton
78782.63,6.58,5.57,2.47,43662.36,4313810.55,Jenniferstad
72743.72,6.69,7.84,3.66,34255.23,4365392.92,Rebeccaville
66892.02,5.03,7.26,3.53,42494.97,4036821.71,North Jasonville
58670.02,6.45,5.45,4.18,55403.51,4175832.25,New Michelleville
45983.19,5.63,7.13,6.87,28934.18,3384304.72,Port Adamtown
68859.61,6.16,7.01,4.0,29037.77,3903919.82,North Jasonville
88490.78,5.8,8.96,2.97,60846.48,5040418.5,Lake Christinaport
55330.84,5.3,6.69,3.63,20152.39,3348010.7,Lake Kathleen
79843.23,6.28,5.71,5.06,62363.16,4704716.4,North Jasonville
63718.04,5.74,6.28,3.78,32601.1,3832200.26,North Jasonville
60842.04,5.42,6.79,2.59,29275.93,3544728.18,Lake Kathleen
84643.57,4.86,7.54,5.15,29183.4,4223431.75,New Deniseton
76510.63,6.62,6.53,3.49,46459.06,4486790.26,Lake Christinaport
62328.89,6.11,5.97,3.05,27429.81,3792700.47,Rebeccaville
73087.6,5.03,5.16,5.59,22502.6,3423438.68,East Lucas
59036.41,6.31,6.53,3.79,51210.26,4171614.44,New Deniseton
79574.57,5.29,7.39,4.44,29387.92,3993806.64,New Deniseton
85290.72,7.13,6.99,6.18,32751.4,4676583.55,East Lucas
60365.35,6.77,6.47,2.0,37082.52,3926474.32,New Michelleville
84100.24,5.48,6.89,2.72,29702.52,4179489.59,South Anthony
65646.96,5.94,7.8,4.62,20192.91,3726385.93,South Anthony
70995.6,6.49,7.41,4.73,36176.74,4207979.58,North Jasonville
78785.33,5.21,7.18,4.6,47313.02,4289804.27,New Michelleville
72942.2,5.91,8.27,3.12,41532.09,4386585.42,New Deniseton
54061.98,6.34,7.9,6.05,35723.12,3938500.56,Lake Christinaport
65497.67,6.77,7.79,4.56,31065.67,4118236.24,Lake Christinaport
64169.12,7.39,4.92,2.4,29487.16,3951453.95,New Michelleville
71783.14,6.68,6.88,3.89,34849.02,4354515.13,East Lucas
76174.59,6.48,7.19,2.78,27810.61,4259867.94,East Lucas
88962.41,7.9,9.22,2.12,35679.54,5235489.07,East Lucas
81941.63,4.92,7.14,2.62,53917.23,4632199.35,Lake Christinaport
65269.57,3.17,8.75,5.47,36606.46,3724846.18,New Michelleville
69231.96,5.74,6.8,5.89,23848.54,3753998.11,South Anthony
81278.11,6.21,7.81,3.34,34194.04,4340948.52,North Jasonville
66513.55,4.54,8.03,5.12,45553.1,4136049.67,Lake Kathleen
47110.84,6.14,8.32,2.98,17239.07,3377915.7,New Deniseton
64005.09,5.22,6.55,3.7,39363.78,3822067.23,Port Adamtown
63176.23,6.37,6.27,4.73,34994.73,3803490.4,New Michelleville
70147.31,4.75,5.93,4.97,52337.48,4012104.38,South Anthony
60650.42,5.76,7.57,3.38,60983.62,4289800.75,New Deniseton
58486.91,5.97,8.23,6.08,29254.18,3860824.68,Lake Christinaport
63124.85,7.08,6.89,3.61,30608.52,3979372.66,Jenniferstad
56450.7,6.69,7.03,3.25,47960.95,4150349.92,Lake Christinaport
84847.79,5.01,6.61,4.05,52003.65,4601193.32,Jenniferstad
76077.32,4.38,5.74,4.08,36521.4,3791149.84,Jenniferstad
49506.96,5.27,6.51,4.29,55398.07,3762624.68,Jenniferstad
67089.19,4.74,5.98,2.45,46276.8,3696998.75,New Deniseton
80838.22,6.6,5.77,5.85,42614.98,4285621.19,Lake Christinaport
75657.57,5.48,7.72,2.0,49930.8,4333207.6,Port Adamtown
70933.57,6.09,6.82,3.77,36223.63,4123719.28,North Jasonville
68295.49,6.51,6.83,2.0,28223.23,3916016.22,North Jasonville
60926.29,4.49,6.49,4.54,45697.6,3631792.91,North Jasonville
55358.26,4.88,6.37,4.08,25239.63,3257351.42,Jenniferstad
69484.31,5.99,5.67,3.81,29208.35,3769890.23,Lake Kathleen
71531.71,4.85,8.53,4.45,33463.59,4116080.66,Rebeccaville
75426.63,5.7,8.06,4.41,37306.68,4371424.02,Lake Kathleen
77158.09,6.39,5.44,3.81,45707.9,4300059.81,Rebeccaville
75606.74,7.14,6.26,4.07,16150.25,4067548.78,Jenniferstad
51054.02,5.5,7.7,2.49,35336.4,3550712.8,Rebeccaville
53489.36,6.33,6.15,4.16,38674.87,3817250.96,East Lucas
78687.34,7.81,7.49,4.15,28164.62,4344378.08,New Deniseton
78393.86,5.29,5.99,3.98,28284.02,3967906.14,New Deniseton
59729.71,5.52,7.79,3.65,30528.71,3952536.58,Jenniferstad
59723.17,6.02,7.68,4.88,44598.48,4069197.32,Lake Christinaport
69766.27,5.91,9.12,3.17,29814.58,4192211.66,South Anthony
52926.92,6.17,6.56,3.93,25218.4,3397838.22,North Jasonville
60940.93,5.52,5.14,2.84,42217.66,3686403.83,New Deniseton
73928.5,7.29,7.47,4.3,33804.83,4357458.99,Lake Christinaport
65048.08,5.87,7.42,5.89,33419.86,3834602.25,New Michelleville
74582.35,5.32,7.31,4.76,34328.01,4114055.75,New Deniseton
54854.89,6.08,6.01,3.94,28923.28,3560800.59,East Lucas
77500.55,6.14,6.51,3.61,33078.24,4104713.93,Port Adamtown
89931.74,4.94,8.01,4.07,17237.24,4199712.5,Rebeccaville
61061.29,6.25,7.29,3.01,40097.96,3886131.7,New Michelleville
76039.56,4.89,7.49,3.27,36705.48,4073432.44,Lake Christinaport
55555.4,5.47,7.68,6.27,27684.01,3609337.75,North Jasonville
58648.16,4.59,8.16,3.47,31207.58,3513059.89,Lake Kathleen
76135.15,5.12,7.12,4.0,45783.32,4325692.37,New Deniseton
68118.95,5.53,5.85,4.62,27361.04,3644702.83,Lake Christinaport
62084.21,4.14,7.19,2.43,31385.55,3538767.61,Rebeccaville
70131.68,6.45,7.31,2.83,39047.33,4279797.16,New Michelleville
54142.96,6.61,6.27,4.11,39178.17,3828645.84,New Michelleville
68055.24,7.54,8.78,3.24,36848.45,4473087.14,Rebeccaville
82848.07,6.61,7.01,4.67,23069.01,4463939.33,North Jasonville
76790.27,6.38,7.21,2.0,44069.47,4474262.18,Lake Kathleen
77425.19,4.37,7.64,4.79,53075.0,4042611.49,South Anthony
71907.19,6.39,8.74,3.74,63087.69,4868025.12,New Michelleville
85315.93,5.23,6.55,3.28,36023.03,4102860.24,New Michelleville
52125.37,5.09,5.75,3.35,16185.45,3199404.34,South Anthony
58172.35,5.18,6.18,4.71,29994.66,3558506.59,South Anthony
77977.88,7.36,6.24,2.0,35510.53,4503484.39,Rebeccaville
88200.74,6.03,5.98,4.86,38525.02,4352068.91,North Jasonville
75878.45,6.55,6.89,5.36,29661.29,4199509.97,East Lucas
61329.03,6.25,5.48,5.96,53248.87,4050045.7,New Michelleville
67029.38,6.56,6.18,3.98,44756.34,4236754.31,New Michelleville
69357.9,6.33,6.95,3.5,32932.63,4149425.72,North Jasonville
88867.14,6.4,7.16,4.57,33820.76,4390648.71,Port Adamtown
86790.45,6.76,7.8,2.0,24410.78,4565140.81,Lake Christinaport
81951.7,7.32,7.16,3.4,42192.69,4629778.03,North Jasonville
81644.04,6.21,6.03,3.38,23618.81,4252206.41,New Deniseton
48818.95,6.47,6.35,3.01,39156.34,3687556.72,Lake Christinaport
56179.36,5.9,7.88,6.53,40879.5,3945328.31,Lake Kathleen
68652.75,6.54,9.11,4.78,24382.83,4300976.02,New Michelleville
66908.26,6.38,8.23,2.0,47122.45,4443609.46,New Michelleville
84642.81,4.48,5.71,5.5,45713.36,4294798.99,Rebeccaville
78437.44,5.98,7.72,4.56,34585.63,4472631.13,East Lucas
73095.07,5.29,6.41,4.88,28521.13,4015303.2,New Deniseton
74505.54,4.45,6.2,4.91,45800.55,3879071.41,Lake Christinaport
68181.64,5.85,6.29,3.16,35747.85,3945237.22,Lake Kathleen
67803.98,5.79,8.12,3.31,27706.25,4059296.64,Rebeccaville
62829.95,8.04,6.34,5.82,30233.39,4124887.43,North Jasonville
69769.14,5.38,7.62,3.96,38815.43,3970887.35,Jenniferstad
56165.14,5.69,6.34,5.06,39313.32,3721269.23,Rebeccaville
80162.14,5.8,5.99,3.18,41319.35,4283860.7,Lake Kathleen
65756.75,5.49,6.48,3.43,36255.68,3929114.03,Port Adamtown
69033.54,5.9,8.95,3.74,35127.57,4305468.66,Lake Kathleen
61100.31,4.69,5.7,2.98,36950.16,3297503.61,Lake Kathleen
54696.88,7.1,7.29,5.5,25758.16,3852565.13,Rebeccaville
66461.75,6.48,7.12,5.32,40902.76,4195126.42,Lake Kathleen
67618.76,6.74,5.77,3.59,37376.11,4241402.01,Lake Christinaport
65752.53,5.22,5.28,4.84,25875.86,3600785.31,Port Adamtown
84967.28,6.19,8.32,4.03,46042.5,4599387.88,South Anthony
66723.21,5.07,7.0,3.54,35144.66,3833784.89,Jenniferstad
61227.03,5.93,9.1,3.05,28134.34,4214241.11,New Michelleville
75974.66,6.04,7.52,3.55,45729.28,4495647.63,Jenniferstad
69422.0,4.82,8.46,2.22,34611.47,3895871.82,Port Adamtown
89946.63,3.94,7.99,2.98,39001.67,4451684.98,Port Adamtown
70421.3,5.88,7.97,5.14,42034.45,4247690.93,East Lucas
62204.11,6.82,5.88,5.1,39272.88,3886025.42,Lake Kathleen
74616.88,5.88,9.9,5.29,42669.13,4758100.23,Rebeccaville
74525.47,7.28,6.9,2.32,18519.62,3908999.58,North Jasonville
39224.15,7.78,8.67,4.82,30097.54,3796262.38,Port Adamtown
73087.18,5.65,6.17,4.86,47866.3,4427545.71,South Anthony
55664.74,4.62,7.19,4.42,43500.72,3640854.43,Lake Kathleen
70303.31,6.47,5.86,4.19,29258.32,3977807.98,Port Adamtown
72336.76,5.29,5.84,3.85,53078.23,4076621.18,Jenniferstad
75081.32,4.84,8.32,4.97,40114.81,4184264.46,South Anthony
60318.64,6.18,6.78,4.69,44344.46,4005145.08,New Deniseton
88134.94,7.23,8.07,4.5,47891.01,4961922.17,Jenniferstad
58685.24,5.64,7.6,4.27,47307.22,4114808.0,New Michelleville
45007.09,5.14,6.77,3.44,44519.76,3762859.45,Port Adamtown
74651.56,5.57,5.54,3.79,41675.92,4172015.54,Lake Christinaport
59607.23,6.37,5.61,2.0,33721.17,3763467.46,Jenniferstad
55634.2,7.13,6.32,4.65,49001.07,3954559.31,Lake Christinaport
76716.89,6.39,8.09,4.25,38455.83,4419215.22,Port Adamtown
58678.67,5.19,7.61,4.18,26017.44,3548887.92,New Michelleville
72766.82,6.39,8.2,3.24,43880.55,4358259.92,Port Adamtown
66209.68,7.76,7.84,3.68,40526.52,4539156.79,South Anthony
57962.39,7.72,6.46,5.25,34139.14,4127165.47,Port Adamtown
51531.21,5.57,9.01,2.43,45792.66,3810864.34,East Lucas
43190.61,6.66,7.05,2.22,54435.06,3826001.21,Lake Christinaport
86827.97,5.78,6.57,3.75,38987.35,4503711.08,North Jasonville
79805.4,5.27,7.0,3.08,36760.22,4096167.21,South Anthony
71846.91,4.99,9.95,3.96,40902.23,4424440.0,Lake Kathleen
72073.09,7.42,7.16,3.84,38188.25,4341231.56,Port Adamtown
74813.63,5.18,7.21,4.46,34233.92,4219232.23,East Lucas
71548.27,5.74,7.56,2.0,40096.38,4419219.14,Jenniferstad
80359.79,7.29,6.15,5.94,38446.12,4649562.84,Lake Christinaport
67680.17,4.87,6.1,4.22,43040.75,3898749.33,New Michelleville
78260.27,6.27,7.03,3.64,50636.15,4373470.4,East Lucas
51642.81,4.92,7.48,4.21,38728.95,3478148.83,North Jasonville
59059.31,7.42,8.42,3.31,34239.24,4133748.02,Lake Christinaport
66390.5,6.38,7.16,5.16,27354.87,3889450.98,East Lucas
80333.13,5.81,5.8,6.3,33313.6,4109046.72,New Michelleville
78788.71,6.34,7.92,4.85,26458.13,4347027.61,East Lucas
59910.38,4.84,6.96,5.49,44521.24,3947914.85,Jenniferstad
63685.55,5.37,6.93,3.43,46024.07,4041166.95,Jenniferstad
60993.6,5.91,4.46,3.92,42053.78,3498475.62,Port Adamtown
65007.82,6.95,7.75,2.21,49832.56,4448795.99,North Jasonville
69910.87,6.19,8.27,2.49,16676.39,4083613.37,Lake Christinaport
71222.67,6.45,6.62,3.13,34661.39,4060937.6,Jenniferstad
68558.64,5.49,6.64,3.01,26341.82,3822316.88,North Jasonville
87974.26,5.9,9.06,3.64,21107.35,4416285.8,Lake Christinaport
62136.19,5.04,7.18,5.11,65537.4,4093370.55,South Anthony
88268.19,6.64,5.96,3.87,44524.96,4709927.81,Lake Christinaport
58179.11,6.45,6.75,5.11,16188.44,3541798.23,New Michelleville
60694.65,6.74,7.94,2.14,46597.81,4305562.53,New Deniseton
70507.09,7.45,5.51,7.0,40349.13,4125473.68,Jenniferstad
98679.24,5.4,6.53,3.74,46096.36,4785565.39,Jenniferstad
64789.8,4.73,8.54,4.26,26757.69,3867776.82,North Jasonville
70265.88,6.41,6.31,5.36,41681.84,4106491.4,Lake Kathleen
35250.76,5.89,9.44,4.27,28269.49,3425844.18,Jenniferstad
70841.55,5.28,5.41,3.17,39957.59,4160315.61,New Michelleville
64301.46,5.75,8.23,4.55,27020.42,4090774.5,East Lucas
75537.48,5.42,7.08,2.0,44046.05,4153498.27,North Jasonville
83122.22,6.72,7.23,4.89,42332.35,4582860.03,Rebeccaville
61105.16,4.59,7.2,3.42,34646.45,3650439.86,North Jasonville
52713.15,5.72,8.77,5.83,30361.62,3781832.8,New Deniseton
88745.9,6.36,7.2,2.47,23251.83,4303289.94,North Jasonville
64665.43,6.39,7.13,3.82,26569.49,3880592.29,New Michelleville
70814.1,6.72,5.1,4.62,43419.75,4055268.66,Jenniferstad
60752.03,5.66,8.14,3.87,20330.71,3693702.75,South Anthony
66214.51,4.97,4.67,3.42,37472.24,3502835.06,Lake Christinaport
58316.9,5.81,6.17,4.14,55120.9,4185584.95,New Deniseton
70987.67,5.9,5.91,5.48,60072.98,4328192.06,Lake Kathleen
66895.93,6.19,6.28,3.03,26975.86,3857560.12,New Michelleville
81326.44,4.84,8.15,2.33,33953.09,4302335.43,Jenniferstad
52256.87,6.11,4.41,3.49,28856.71,3351254.52,North Jasonville
73868.74,5.38,4.3,3.01,31944.85,3754452.68,North Jasonville
60741.04,6.52,8.44,3.75,34887.23,4102015.4,New Michelleville
64694.27,4.67,9.0,4.85,47451.9,4280732.71,Lake Kathleen
62385.22,5.31,7.65,5.27,25591.16,3796640.22,New Deniseton
90027.69,5.67,7.16,3.15,31311.1,4652328.64,Rebeccaville
76787.2,7.85,8.2,4.63,44367.68,4771761.68,New Deniseton
76049.03,6.3,5.07,2.5,30897.6,4226131.66,New Deniseton
79914.18,6.13,6.85,4.44,51732.57,4562177.15,South Anthony
66590.22,4.82,6.31,4.05,37148.31,3867374.51,New Michelleville
60186.07,6.75,6.93,4.57,52787.63,4144901.87,New Michelleville
66704.94,5.59,7.27,2.88,27590.17,3702214.03,New Deniseton
60460.57,6.81,7.98,3.57,21380.22,3899853.57,Jenniferstad
65649.07,5.74,6.45,5.6,47842.12,4134292.3,Port Adamtown
74712.7,6.59,7.59,3.68,40016.47,4532258.94,North Jasonville
87566.92,5.63,5.74,4.28,33125.13,4336681.48,Jenniferstad
73657.3,6.07,5.99,3.9,46402.43,4043737.64,East Lucas
81688.45,6.04,6.77,3.65,34445.23,4298522.24,New Deniseton
80722.63,3.94,5.48,6.75,38987.23,3700293.43,New Deniseton
76851.97,5.95,7.81,4.18,28642.32,4249988.24,North Jasonville
75548.35,4.67,7.85,4.46,60928.64,4451364.1,Lake Kathleen
48829.97,6.36,7.24,5.22,14989.47,3362000.92,New Michelleville
67902.75,6.15,5.8,3.14,38568.51,4012013.49,Jenniferstad
62310.53,3.52,6.62,4.59,48024.52,3508332.14,New Deniseton
87130.61,7.1,8.63,5.56,25481.2,4780565.87,North Jasonville
66443.44,7.36,5.71,3.45,41519.67,4183026.1,New Michelleville
87762.65,6.36,5.93,5.95,34076.68,4405938.11,South Anthony
47962.54,4.77,6.47,3.66,29830.66,3187101.46,Jenniferstad
77221.31,6.48,8.18,2.81,35377.24,4397316.16,New Michelleville
77698.88,5.57,5.9,4.7,26608.35,3781998.36,New Deniseton
70411.97,5.25,8.15,3.24,49767.78,4264296.58,South Anthony
66096.03,6.48,6.92,2.86,44833.06,4199165.53,Lake Kathleen
75915.49,8.7,6.84,6.03,35116.36,4665555.55,New Michelleville
86607.32,4.2,6.17,2.0,47541.44,4183036.75,New Deniseton
64838.88,4.36,7.01,2.0,21653.76,3527499.11,Jenniferstad
66656.05,5.24,8.43,3.63,34033.33,4058924.35,Port Adamtown
71258.83,4.59,6.92,5.37,25325.38,3740813.78,Rebeccaville
64101.37,6.96,8.53,4.15,22888.51,4134431.56,North Jasonville
79438.38,4.24,6.83,5.21,42625.41,4133309.06,Rebeccaville
83703.45,5.49,6.19,5.21,35479.8,4301439.37,East Lucas
76781.26,6.34,5.53,5.13,24646.22,4004511.09,New Michelleville
71971.4,6.19,8.45,2.0,44947.21,4555414.38,Jenniferstad
73881.07,5.08,8.62,3.71,42217.29,4344844.34,East Lucas
48490.38,6.71,8.09,5.44,20534.01,3549046.43,North Jasonville
59227.63,3.92,7.7,3.81,32170.98,3615127.4,New Deniseton
50757.72,7.67,7.62,5.46,29591.25,3979249.4,Jenniferstad
80720.35,6.2,6.24,4.74,29298.95,4207057.02,Lake Kathleen
55370.79,6.13,7.33,2.68,37108.33,3887241.09,South Anthony
70598.23,6.75,6.7,4.66,54923.99,4449505.84,Rebeccaville
86807.96,5.41,7.75,4.31,39791.44,4475648.83,Rebeccaville
77884.03,5.66,7.24,2.0,19085.61,3996590.06,South Anthony
69891.28,6.14,6.71,5.35,50283.92,4491780.83,East Lucas
60996.56,4.78,6.35,2.4,26387.02,3572427.45,East Lucas
61772.86,6.45,7.14,6.75,36004.6,4278444.08,New Deniseton
71201.89,6.75,8.55,2.8,35073.49,4363657.5,New Deniseton
72922.12,5.49,5.49,5.86,18024.9,3484474.27,Jenniferstad
66893.28,4.92,6.31,2.0,39502.72,3748345.45,Rebeccaville
57693.93,5.17,6.99,4.92,36758.69,3648921.73,Lake Christinaport
51127.27,7.59,6.53,6.18,30853.61,3718558.1,North Jasonville
64810.09,3.12,6.54,5.75,37826.63,3552338.91,New Deniseton
61216.96,5.28,5.52,4.01,32379.58,3527776.56,Lake Kathleen
81828.84,5.94,8.74,2.78,24977.45,4510773.13,Lake Christinaport
84349.32,5.65,6.58,4.1,39024.08,4366631.92,Lake Christinaport
47315.53,7.72,6.1,2.24,32661.37,3750813.78,Jenniferstad
70265.94,6.42,6.14,4.13,27060.15,4037989.86,Rebeccaville
96053.73,6.58,5.97,3.67,38482.77,4603391.5,South Anthony
83986.46,6.44,6.04,4.48,24923.87,4208923.7,Lake Christinaport
64385.98,6.13,5.9,4.71,29022.24,3852983.52,Port Adamtown
79305.39,8.48,7.9,2.94,29292.82,4589312.73,New Michelleville
70453.15,5.73,7.6,4.31,31459.83,3974683.34,Lake Kathleen
71322.71,6.74,7.65,5.07,27320.95,4272223.97,South Anthony
87613.19,6.07,6.22,4.79,58305.08,4712883.34,Rebeccaville
59658.01,5.76,6.69,2.99,30502.1,3552116.16,Port Adamtown
80773.81,4.73,7.25,4.48,27685.11,4035073.33,South Anthony
61083.44,6.15,8.45,3.79,17546.85,3642055.03,North Jasonville
74128.18,6.69,5.45,4.18,38615.16,4209557.01,Port Adamtown
67500.21,5.46,7.16,5.33,29435.14,3788208.18,New Michelleville
69316.54,6.75,7.52,3.85,41225.17,4335587.51,Rebeccaville
95581.52,5.7,7.86,3.65,47135.15,4939668.71,New Michelleville
60881.95,4.69,6.37,2.86,44401.52,3746232.05,New Michelleville
86330.71,6.7,7.98,3.6,22571.45,4604565.46,Lake Kathleen
60741.33,5.58,8.12,4.32,46591.99,4056640.76,East Lucas
68893.23,8.17,8.51,5.25,38485.19,4625899.46,New Deniseton
82153.05,5.97,5.69,3.24,28766.17,4135560.62,Jenniferstad
69342.86,7.63,7.07,2.54,43742.79,4570733.32,New Michelleville
71629.0,7.53,8.94,2.88,52017.07,4872491.4,Jenniferstad
68072.12,4.82,7.05,4.01,48478.72,3967786.66,Port Adamtown
